IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
v75;20;20;118;['ūdens', 'cukurs', 'spirta etiķis', 'sāls', 'olīveļļa', 'kaltēti citronu gabaliņi', 'garšvielas', 'satur sinepes', 'skābuma regulētāji', 'etiķskābe', 'trikālija citrāts', 'citronskābe', 'ābolskābe', 'askorbīnskābe', 'stabilizētājs', 'karagināns', 'aromatizētājs', 'konservanti', 'kālija sorbāts', 'nātrija benzoāts'];[': ūdens, cukurs, spirta etiķis, sāls, olīveļļa {1%}, kaltēti\n_- altronu" gabaliņi ēnu vides {satur. nenes „skābuma\niu m abji rika be citrāts, citronskābe, ābolskābe, "a\n„askorbīnskābe}, stabilizētājs {karagināns}, aromatizētājs, konservani a\n< pr vidaja uzturvērtība 1004: 1 lieteicamslīdz::-. bt\n, produkta vidējā uzturvērtība 100 g: | ieiecam az iepakojuma }\nenerģētiskā vērība... 270 kj/ 65 kr uzglabāt temperatūrā .\nauki iem , lai aši ae } {0}\n: kia neris "pirs + aaa tm ea ēka ja ernis rā } 0..+250.\n= tostarp piesātinātās taukskābes ......0,29 | or onēršanas\noga pi 10 | ron edusskap\n: ēi set ouku t } 390 |\n: } : odaiumvi tat anna a eine aj ie ne }\n: 7 kaa 220 neto. j\na m — ja” zvaigžņu ea"\nag, vntājs: sia „orkla foods latvija aajiji, latvijā:\n: j s ražotājs: sia „ik babītes ana\n\n'];0;0;[];[];0;0;0;[];[];[]
v76;17;17;628;['ūdens', 'rapšu eļļa', 'cukurs', 'mango biezenis', 'čili pasta', 'jodēts sāls', 'garšvielas', 'skābuma regulētājs', 'citronskābe', 'biezinātāji', 'nātrija algināts', 'ksantāna sveķi', 'konservants', 'kālija sorbāts', 'krāsviela', 'beta', 'karotīns'];['aj\neee n a abs sassss —amjmo\nrr rr srs r r r r rr az\na a a kn za ēd\nn n n n er ps\naa aaa r ar\nr a nni ieee t v\nee m a rs da re i s\ned area ram m s n a n s\nmas 7 je 8 s ada rr a am\ngan ca ebba.\nrer a s i st st r s a m 7 "ie\nm m me\na s r r eds t i n\nr s r r o s s\nieou ler rat lr sn pr a o\niet i dma role m\ni a m em namā ama lab ma 4 v uu r\ndee s" vai dm eidamauat a rr\nkt per r r js 80 ilga * ae\nsi 0 81:33. m apa" f v ou\na aas mai stas\npeta i a a r a .\ni emea s s a n a\na on mm .\ni ķ 8: d ieee ee ea s\ni a\npe a s r n r r a\nee r rrr r i n\ni rr a r n n ss i s n rs\nii a r n n n n „\npe eo ti ls ss i t r t ee r r\ne iii i ie r\n{2724717 tau nn v a eo k kā\namas v m 08m 5 vu 93 4 1: s.a m\nu a d ds a kt r m dā s 22h di: ,\nze er kr r n ae ii r\nkoaea o k pdt 3 z ba a "\na va 1-4 01888 ” 2: » | oo\nr pm at aaa ai takiobu destēšemā bet as se\n\' 2 ķi }. čil mob pt je a\n0 e12848 0 22 b0 ma a c sads\nn 0451 sh a 53 5 5d + 8\nbe r ko bs v ir ma\n. ef 6 vr a še ta 77 ee akobojs kat\nwm 1910531414, ub > 14h ma niejig\nlc nee sos t n t et ma s x\nma as 9 pop 2:3 pr ei s0 }\neb, ads asa  haba sub\nras vts a ods as karla mi peo bs * , lr r\n"none ie tia ma * šā\nkas 8 hot st fi 08 big jā daļai gad r a\nold ces visā i kas 8 per kā\nvelo peru kd s v sea ae r i as ž\n{7 ar 46 t t ttt 4 3 * kb tā\nld lol s ka ldd ta, its brits da i\nsll {o t oo r ass t o r ie\nlo li kd 4 v i r ss eo nr s s\n-- uzglabāt temperatūrā\nco ugu a agh gū a 2\nlat, cns room ie okt iztrakbs re pets\nlb cr, ta tu 01} vils anas ā\nlro en t ma\ngan 7 gp v u it iz mors gr ———\n< h7t hat id pn bi 9 ed\nbalt 1 ju kad +l tu\nu va! eu beretes vir a\nra v set ca pd ba ra r a\nlla galva kā mo\nall 5 1 <} ss 0 o n ta\ngo lu wi š uma. es ee\nairi llu slo m n\nv vl de laa ne n\nl} bill gaili 8 ij t lbb ls area ļ\n| ugu m suld š uldis,\nllu u jm mr\ndu 7 m coa sa e02, "sos\na n amatu ž m\ncor no mi ka tu n u emn : .\nhl paulam ur\nere lauka aa n 14 5 kj\nillllika us kit ur n d\nlvu gt eu mami ģ bille,\nvērtība uc 900 kldl\na gati mt i adata\niii , ar a gagurasķs kada do ana t\neg ltk la ama , a\nzetnetars rim kdinātas | |\n\n'];0;2;[];['karla', 'anas'];0;0;2;[];[];['karla', 'anas']
v77;9;9;203;['cukurs', 'kakao masa', 'kakao sviests', 'kakao ar samazinātu tauku saturu', 'emulgatori', 'e322', 'no sojas', 'e476', 'aromatizētājs'];[' cukurs, kakao masa, , kakao ar samazinātu tauku saturu, emulgatori e322 {no sojas} 647 aromatizētājs, var{kviešu, miežu} zemesriekstu, mandeļu, lazdu riekstu unlndijas riekstu daļiņas 100 g produkta uzturvērtība, enerģētiskā vērība 2150 1v/ 515kcal, tauki 29,04 tostarp piesātinātās taukskābes 17,09, oghhidrāti\nkatokār cukuri 490 g šķiedrvielas 8,5 g, olbaltumvielas 6,1 ga: vlg ieteicams lēziemiņ beigām :/ lot: skatīt uz ie uzglabāt sausā, vēsā vietā, ralots poli ēc īpaša rimi pasūtījuma. mzmo\n irnoe$ {kakao pupiņas ir no valstīm ārpus 5: izplatītājs latv wi rimi latvia, a, deglavalela 161, rīga, lv-1021, bezmaksas tālrunis atsauksmēm latvijā: 80000 ba keli juodāsisšokoladas. kokavos\nbļu medžiagu = ne mažiau kalp 50%, sudedamosios dalys: cukrus, kakavos masē, kakavos sviestas, liesi kakavos milteliai, emulsikliai: e322 {ssok eira kvapioji medžiaga, gali būti pieno, —s\nikviečiu, miežiu}, zemes riešutu migdolu, lazd riba ārmkra ga ae rem adata riebalai 2904, vun sc debaj, rūgitip 1} gang\n540 kkur cukru 490 aigu nedloga 85 g, baltymal 6,1 g, druska” 0,01 g, gerlausias īki pabaigos :/ lot: žlūrēti ant pakuotēs. 800 m irvēsioje vietoje. pagaminta lenkijoje pagal specialy rimi\nee ie\n, , , 0ilb : . , šā saļs : " m m ooa , a .\nkota m amtloodsikumaanumiepnemisest {sāls us tikai dabīgā nātrija klātbūtnes rezultāts. / druskos kiekj nulemia tik natūraliai jame esantis natris.\ne26024 lcyl\n14:38 b2\nn 4 "752050"002928\'>\nc0044p ma\n\n'];0;2;[];['sviestas', 'pieno'];0;0;2;[];[];['sviestas', 'pieno']
v78;4;4;209;['tomātu biezenis', 'bez mizām un sēklām', 'sāls', 'skābuma regulētājs e330'];['. tomātu biezenis* {. "krav sertificēta ekoloģiska sastāvdaļa\ndrodukta uzturvērtība 41 rvē iet trrtībm es ae o\nr iduk a uzturvertība 100 g. enerģēliskā vērtība 85 kj/ 20kcal, tauki <0,5g, €n morot\naa aa otas, laukokābus. <0,59, ogļhidrāti 3,4g, tostarp cukuri 299, akerna.\nobe umvieas 1,19, sāls 0,48g. atvērtu iepakojumu jjāuzglabā vēsā vietā {maks. + 87c} etemiēl. ror\nieleicams līdz: skat uz iepakojuma. ražots itālijā izplatītājs latvijā: sia rimi latvia, a 9\ndeglava idea 151, rīga, lv-1021.: 80000 1800 passerade\nlt. ekologiski trinti pomidorai, 500g. sudedamosios dalys: trinti pomidorai* koka i 10-15\nībe zievdes ir seklu}, druska, rūgštinguma reguliuojanti medžiaga e330. "krav = a f\nserlifikuotas ekolņaišk ra ka ne h o en jzitloksklyfta.\nsertiikuotas ekologiškas sudedamosios dalys. produkto maistingumas 100g\ncnergine veītē 80 kj/ 20 kcal, riebalai <0,5g, iš kuriy sočiuju niebalu rūgščiu <0,5g, och svart-\nangiavandeniai 3,4g, iš kuru cukru 29g, baltymai 1,1g, druska 0,48g. alidaryta jg korv eller\nprodukta laikyli saldytuve {maks +870} geriausias īki: ziūrēl ant pakuoles pagaminta sžker form.\nltaijoje. piatintojas lietuvoje: uab „rimi lietuva", spaudos g. 6-1, lt-05132, vilnius, a stro\njetuva. nemokamas klientu aptarnavimo centro tei. 8 800 e23000 «srora n.\nst. gratinera\nws ——— — . —_— « « ”\ndatum gāller ooppnad forpackning. |2259 ci 10-15 min. servera\nforpackning med ris eller\nsorteras som pappersforpackning.\ninformation a\n\n'];0;0;[];[];0;0;0;[];[];[]
v79;6;6;673;['tomātu pasta', 'cukurs', 'etiķis', 'sāls', 'sīpoli', 'ķiploki'];['a a ras — — —g —\n4 = n a, — = ša\na vē > ā ss\n-\nec mae numanazigut, cu. kulsusus au. oe\n- f vu veoeuttu u cut nia rem ga\nvieta *makaknnelenae ant na pmadok }, sun ce\nsool, sibul*, kūūstauk. "mahekooslisosa. 100a ketšup jaoks on kasitat wire\ndaedinmatas temtimisšai anc teaut 4006 a a ts aa? unbes\nvarskēlu lomatela. 1! umisalane ictave 100a enerdiacsiea lies 280 a a m\nmean minot iiiact aci n šā {end n us vukajukcai racuvas\nv00 miiesi kuiastunu m rasvhappesd ug, susivēsīkud 180 mile aus nn da\nu vy \' ā j āā pii vs ul „u ies ska tr am p 4 ņ\n07 a sziltad oo lrnkhantaāaāģits ā : v —— ju 100. vainu 185\n0,50014,40. v alitada kumas kohas teatemperatuuri avatud pūrki bnida kri as\n” op dorkro 20} ij pē miss vu vu! 44 akum kus milte a\n4 uiaiamdita ov pacvaā 100ksu!. farm enne. vaata etikelil toodehid hino\nedacim nia cecļ c dam pec, a mars a0 dz a jāš iluuciuu nspaa as\ncuasīnulija cesus. nāni cesl 5006 ko, rorcuvēlia tee 3 da - d dpi\nļļ km ļ ē {= sme u 9, rnukuula, nae vajā {798\nat nas rec} t mlaelejnn boots 4270 a707 al la ā m vu aa\nnaijumaa, cesti. inioteleion cestis: +372 6056333. lv:ekoi oģisks kečups\nv/i va za zet  n nā ā l _—- ve 14 vi vu nelup\nklasiskais o00g vaslavaalas iomātlu pasta {1% rukure* ata cie * ,\ntu m j "va kāsa {0 70, uikuts , e1kis , sals. ssīnol” kunloā\nrkoloniska sastāvwjaja ba kešunum smaoaninii a - pe a 44\nra vala vu a nvpu u iemnaniot apmeram £32 g svaigu temātu. 100\nm as jut a ti _— ft aa , - = u ru uu gu w uy\nproduk a01} uku- g enorn5* la rtu 0 1 a - aja <\ndv er iida usi ucuskka verlība 00u kj 90 kcal, tauki { jo. testam a a d budu\ndessalnalas tlaukoskahes in nnlhidrāk 1 5 notarn om > 40 a n ka\nm a a vu u ui |9g tosilarī cukujii 100. obaltumvmelas 1.00 ss w\nla} j20 dodi sausa vieta istabas temperaiūrā pār atvēršanas uzolabāt ledusdani\nlarnn nem ā - _ : _ \' pu va vi > uzumu c ju d\ncu a kas nenarsniecd — t | žēoa aa = 4 3\nma nas neparsniedz +0 u} un izlietot ju cienu laikā. ieteicams lidz: skattīz ————\npakoiuma raznto snānnā -nlatītāilei ai =. gadl 0. an as «04 ps\nmm m 0s opēnija. izplatītājs latvija: sia rim! lava, a deglava iela 101, nē\nww uz dezmokaac $=| an da a s s an on 40n " a bi\nnmdoru " sas lairunis atsauksi ci latvija oulu 100 lt ekologiskas -\ntdoru kecupas 56fa : 770 us šā\new nelupas 300g. sudedamosios dalys: pomidoru pasta"//{\'%, celts\nen eec alizet da m 0 , a } li a ij\nme ot i ma svogunai česnakai. *ekoloaiškos? sudedamostosīdalys. 100 g kečupi\n"a mazda 28 : . 1 u na pa } latin pnijac\nēnarn n audu 2402 0 ssviezju pom:iaoru 100 ga produkto mai stin gumas\naž de aa mon mm 4 . z » * nn\nsu veite < 1 150 m } ž mo kd ņ a ma rūnor {\ndalja pn % le da j ā vi „a 1 ebaiai {0 50, > kuriu sotuūju rev alu us m.\n"0d en ai 10 4 a a m 9 neba 2? an 1 aikbši sausoje vietoje\nmmmned  m u is runu guktu 18g baltvmai 180. druska 4,40 laikyii sat soje vel i\n"ta oe kom k arm | } j c ā j :, kan\n. je kam bari ammon era a ba, jai daldāi are {ne auksiesneje ny\nmeri 9aro lemperatūroje. atidaryta reikētu larkyti šaldytuve {ne auksteg ea\nvu dda ab re - an ” x: „ "m „m ā t pr ananinīē\ndane auroje} ir suvartoti per 30 dienu. geriaustas iki: žr. ani etiketes. raga”\n4 ” n je platinir ac j as - rr pola > c dr pr 1 | t-05132 vinns\n€ u} a biau tūjas lietuvoje uab atiji lietuva opaunos! g 01 livulu\n"iemokamasc „p j , r i ā 10 800 e23000\namasklientufaptarmavmoltcentro tel. e2000 29\nē „—\nmalldakmei: basrīore urgangen av.\nāller ooppnad m\n— mb i. mr\n\n'];0;1;[];['vieta'];0;0;1;[];[];['vieta']
v80;8;8;111;['tomāti', '100g kečupa tiek gatavoti no 148g tomātu', 'etiķis', 'cukurs', 'sāls', 'garšvielu un garšaugu ekstrakti', 'satur selerijas', 'garšvielas'];[': tomāti {1004 irgēmme\ntomātu}, etiķis, cukurs, sāls, garšvielu un ii ekstrakti {satur selerijas}, garšvielas. pirms ša —— .\nsakratīt. pēc atvēršanas uzglabāt ledusskapī. ieteicams līdz: skatīt datumu uz vāciņa\ngb tomatiketšup. koostisosad: tomatid {148g tomateid 100g ketšupi kohta}, āādikas, suku,\n500|, virtside ja maitsetaimede ekstrakt {sis. sellerīt}, vūrtsid. enne kasutamist loksutada, peale\n" avamist hoida kūlmkapis. parim enne: vi. korgilt. gb uab „eugesta”, kibirksties 7.8, +024}\n- et mmēcikjat «dsa eugesta un partneri, dziiem\niela „lv-1055, rīga. be\n13716747250, officedeugesta.lv. e} 4 {oml-460\ngb rugesta eesti as, au tee5, c } š\nlehmja "75306. 43726827782, {er t rio\ninfodeugesta.ee www.heinzeu {a a0ogtootekokta\na ā a fnergnevertē/ enerpētskā vērība! a5ll0da « — .\ns tmīnuās mo\n—e = no " |}\n\n'];0;0;[];[];0;0;0;[];[];[]
v81;8;8;107;['tomātu biezenis', 'cukurs', 'spirta etiķis', 'sāls', 'grauzdēta cukura sīrups', 'garšvielas', 'kūpināšanas aromatizētājs', 'sīpolu ekstrakts'];[': tomātu biezenis 66%, cukurs, spirta etiķis, sāls nē\n-- dēta cukura sīrups 1,6%, aa m aa aa arka sti ķi sīpolu ekstrakts. 100 gp:\n- dukta izgatavošanā izmantoti 185 g tomātu. c} ameerika stiilis grillkaste rostitudsatkru\n— sirupiga. koostisosad: tomatipūree 66%, suhkur, veiniāādikas, 500, rāstitud sunkrusīrup "a\n— virts suitsutuspreparaāt, sibulaekstrakt. 100 g toote valmistamiseks on kasutatud 18 gtometet. ”\na maistingumas/ uzturvērtība/ | mr” g ā\nam er emerietskā 468 1% 10 dd =\nērtība! enerarasisaldus iu i en\na "eoal tauki rasvad 05a | gg 10 sv\nma} am avau medal rū ščil m\nmia ki mmātās aukatāes} {,1g 0% nestlē.y —\npa nest kūlastunud rasvhapped talk\na arntenie! oolidrēti | aga e6401 14 ngoodtota ta a i”\n\n'];0;0;[];[];0;0;0;[];[];[]
v82;10;10;110;['tomātu biezenis', 'cukurs', 'spirta etiķis', 'sāls', 'paprika', 'sīpoli', 'garšvielas', 'ietver  kūpinātu čili piparu chipotle', 'garšaugi', 'laima sulas koncentrāts'];[': tomātu biezenis 57%, cukurs, spirta etiķis, sals, paprika, sīpoli ņ\n„svielās {ietver 0,1% ina čili man  ietmik garsaugi, laima sulas koncentrats, ču produkta\nizgatavosanā izmantoti 160 g tomātu. ee} mehhi ostiilissalsakaste suitsutatud chip atier\nkoostisosad: itmatnūree 87% suhkur, veinidādikas, 500, paprika, sibul, vūrtsid {sisaldab\'}, i": i\npotletsilit}, irdid,laimimahla kontsentraat. 100 g toote valmistamiseks on kasutatud 16} game,\n, | maistingumas/ uzturvērtība/ | oi %\n| toitumisalane teave 1009 | 10g 1 {109 9997%00d. gooa, k ā\nen vertē} inerietska 9% tos” l\'go |\nma vērība! energasisaldus bo keel | tkl | | as\nnievalai! tauki rasvad n n\n=} tiem ieslrai aigat 4|0%| nēstiē\nnamā 05iarp piesātinātās taukskābes! | u, u 0\ns um rasvhapped , ! jj g\niš kuru cukru} tostarp cukumi |70 | a7 v bc 41\n\n'];0;0;[];[];0;0;0;[];[];[]
v83;9;9;180;['tomātu biezenis', '100 g produkta ir saražoti no 188 g tomātu', 'cukurs', 'spirta etiķis', 'ūdens', 'sāls', 'dabīgi aromatizētāji', 'garšvielu ekstrakti', 'garšvielas'];['ls i jā nu\nn nu \': n" a nioo 2 a\nē iepe julia odlur, s | a : lu \' } ma: 500 j\nd} satedamosins dalvs pamdaru nr gt {1d a produkti pējamītā š tēba jammi aku saga\nma nu? oruska, natūralos kvapiosios medžiegos, prieskoniu ekstraktai, prieskonials beraušias*iki pabaigos: šr an\nlangtevo. lalkyti sausoje ir.vēsioje vietojespo atidarymo laikyti šaldytuve. prieš vartojant gerai sukratvti. atstovas\n=lietuvoje: uab „nestie baltics, }. jasinskio g. 16a, lt- 03163, vilnius. «0d sastāvdalās: tomāti biežēnis 474\n100 g produkta ir saražoti no 188 g tomātu}, cukurs, = etiķis, ūdens, sāls, dabīgi amirētā date ,\n= eksirakt, garšvielas» ieteicams līdz deigām: sk. uz iepakojuma.vāka: uzalabāt vēsā in sausā vietā. pēc atvēr=\n= šanas uzglabāt leņusskapī: pirms lietošanas vir sakratīt, pārstāvniecība latvijā: uab „nestle baltiestsss\n< == pastāvīgā pārstāvniecība latvijā, duntēs 3, lv=10 13 rīga:gb koostisosad: tomatipires {74 {1009\n=> ketšupit valmistatakser188 g tomatitest}: sutikurs pintusaadikas: vēsi, soollooduslikuc lūhna= ja\n*  maltseained, virtsiekstraktid vurtsid: panīm.enne lēppeb: vt toote kaanelt:sailitāda janedās jaxs\n„= kulvas kolas? avatuna sailitada kulmkapis: loksutada ūolikalt enneskasutāmist:tootja-...\nesindāja eestis: uab „nestle baltics pusiv tegevuskoht eestis, lootsa ba, e5419 talina:\n71613037"0566531\'">\nakli } v j\n«4 u mi \' c\n|\n\n'];0;0;[];[];0;0;0;[];[];[]
v84;10;10;138;['ūdens', 'tomātu pasta', 'sāls', 'saulespuķu eļļa', 'cukurs', 'baziliks', 'raudene', 'sīpoli', 'melnie pipari', 'skābuma regulētājs e330'];[': ūdens, tomātu pasta 47%, sals\nba... saulespuķu eļļa, cukurs, baziliks 0,04%, raudene 003% sipol, melnie\nh-, pipari, skābuma regulētājs e330. 100 g produkta rem |\nm enerģētiskā vērtība 173 ku/41 kcal tauki 07 , tostarp piesātinātās |\njai taukskābes <0,1 g, ogļhidrāti 6,2 g, tostarp uk 46 g šķiedrvielas |\n24 g olbaltumvielas 1,7 g, sāls 09 g. ieteicams līdzi skatīt 2 wc\n, liepa: juma. pēc iepakojuma atvēršanas izlietot 3 dienās ražotsltelja\nt | pēc īpaša rīm! pasūtījuma. izplatītājs latvijā, sia rimi latvia, 1 —_—a"""\n: - deglava iela 161, rīga, lv-1021, bezmaksas talrunis atsauksmēm\nses latvijā: 80000 180. :\nama tem padažas picoms, sudedamosios de emo joma\ni met 47 3 druka, saulēgražu alejus, cukus, bezikai 009\nm dona 00% svogūna, juodieji pipra, rūgtngum\nseja oulvojanti medžiaga e330. 100 g produkto maistingumas. -\nm ergne sets 5041 ka eba7g.8 luusolja ta —— oo\n| ūgšcig <0,1 g anglavandeniai 62 g is kura |\n\n'];0;0;[];[];0;0;0;[];[];[]
v85;11;11;198;['tomātu pasta', 'kapāti tomāti', 'tomātu sula', 'sīpoli', 'olīveļļa', 'modificēta kukurūzas ciete', 'cukurs', 'sāls', 'ķiploki', 'pētersīļi', 'baziliks'];[': tomātu pasta |\n| 7,3%, kapāti tomāti 225%, tomātu sula 75%, sīpoli, olveļa , |\nmodificēta kukurūzas ciete, cukurs, sāls, {0 1%, pētersīļi baziliks. 3 —_ č—— ī\n100 g produkta uzturvērtība: enerģētiskā vērtība 251 4/60 kaa,\ntauki 20 g, tostarp piesātinātās taukskābes mg ogļhidrāti\n8, gtostarp cukuri 45 g, šķiedrvielas 09 g, olbaltumvielas 15 g sāls\nm 13 g. ieteicams līdz: skatīt uz ma pēc atvēršanas uzglabāt a\nledusskapi un izlietot 3 dienu laikā. ražots itālijā pēc īpaša rim 3\nb pasūtījuma. izplatītājs latvijā: sia rimi latvia, a. deglava iela 161,\nma rīga, lv-1021. bezmaksas tālrunis rs 80000 1 - r\nā padažas makaronams su česnakais, sudedamosios dais: č"-—\n2 ki tyre 57,3%, smulkinti pomidorai ai: iigas, ira\n: 7,5%, svogūnai, alyvuogiu aliejus, modifikuotas ku ž oduku\nā cukrus, druska, česnakai 1%, petražolēs, bazilikai, 100 g p ii\nā ioti "eneraine vertē 251 14/60 kcal, riebalai 2,0 g, 15 ku\nmaistingumas: energine verie 231 2} kuru cukru\nsuju riebalu rūgšāu 0,3 g, angliavandeniai 5 g 15 kunu us\nsočiuju riebaly rūgsčiu u3 g ang baltvmai 15 g, druska 13 9\n45 g, skaidulinēs medžiagos abi akuotelā itešaldytuve\ngeriausias iki: žr ant pakuotes / kp "pagal special rimi\nsuvartokite per 3 dienas. uab rimi lietuva”, kedry 9.4.}\naj 4 re vinnis lietuva, penka\n\n'];0;0;[];[];0;0;0;[];[];[]
v86;4;4;106;['ūdens', 'tomātu pasta', 'sāls', 'skābuma regulētājs e330'];[': idens tomātu pasta 434} „* „ kr\n= sals, skābuma regulētājs 330. 100 , produkta uzturvērtība, ,\n2 enerģētiskā vērība 131 40/31 kcal tauki {0 g, tostarp piesātinātās 7m\nee taukskābes 00 g, oglnidrāti 54 gtostarp cukuri 36 g škiedrvielas |\n18 g, olbaltumvielas 15 g, sāls 05 g. ieteicams līdz: skatīt z |\nenakojuma pēc iepakojuma atvēršanas izlietot 3 dienas. ražots tālā |\npēc īpaša rimi pasūtījuma. izplatītājs latvija: sia rīmi latvia, £ :\ndeglava iela 161, rīga, lv-1021. bezmaksas tālrunis atsausmēm |\nlatvijā: 80000 180. a}\ner pomidory passata. sudedamosios dalys: vana |\npomidoru pasta 43%, druska, rūgštinguma reguluojani sita |\n530,100 g produktomaistingumas:energini vene 3\n=< riebalai 0,0 g, iš kuriu sociuju retu gem lbgbatma 109. |\n\n'];0;0;[];[];0;0;0;[];[];[]
v87;16;16;239;['tomātu pasta', 'sasmalcināti tomāti tomātu sulā', 'tofu', 'ūdens', 'soja', 'čili pipari', 'sīpoli', 'sarkanā paprika', 'neapstrādāta', 'extra virgin', 'olīveļļa', 'ķiploki', 'sāls', 'pētersīļi', 'skābuma regulētājs', 'e 330'];[' ēn\nlomātu pasta 40% sasmalcināti tomāti formātu salā ck 90 a sasen som dess\n| a lofu 12% {ūdens, soja 45%} čili pipari 10% iekning ār framtagen med\nsīpoli, sarkanā paprika, neapstrādāta {extra virgin} iernom\nolīv eļa, ķiploki, sāls, pētersīļi, skābuma regulētājs att den kan staplas 4\n{f 39} erodukia uzturvērtiba 1001 g: 9nspotr teffektiv pā vāgen -\nenerģētiskā vērtība 300 kj/ 70 kcal, tauki 38 g 6n.s idigtā 2\n| tostarp piesātnātāstaukskābes 0} 7 g ogļhidrāti 14,9 amtidigt ār den ater-\ng tostarp cukuri 3,6 g, olbaltumvielas 2,9 g, sāls 0,9 sbar och bestār till storsta\ng. uzglabāt sausā vietā. ieteicams līdz: skat. uz : . :\niepak. ražots itālijā. izplatītājs latvijā: sia rimi artong som ar en fornybar - ģ\nlatvia, a. deglava iela 161, rīga, lv-1021. 8. miljosmart forpackning .\nbezmaksas tālrunis atsauksmēm latvijā: 80000 k | ā\n180. lt: veganiškas makaronu padažas ort sagt!\narrabiata su soju varske, 390 g makaronu\npadažas su soju varškēs gabaliukais. veganiskas\nsudedamosios dalvs pomidoru tyre 40%, smulkinti ,\nnomidorai pomidoru sultyse 21%, sojos varškē 12%\n{vanduo, soja 45%}, aitriosios papiikos 10%\nsvogūnai, raudonoji paprika, vpačc tyras alyvuogiu\naliejus, česnakai druska, petražolēs, rūgstnguma\neculiuojanti medžiaga {e330}. produkto ellerhemmalagad\nmaistingumas 100 g: energine vertē 300 kj! {0 | —”\nkcal riebalai 3,8 g, 18 kuru sočiuju riebaluy rūgšču 0,7 laien svartpeppar\nc angliavandeniai 49 g iš kuru cukru 3,0 9,\n} 791 3 sausa toje\nbaltvmai 2,9 g, druska 0,9 g. laikyti sausoje vie\ns gonausias k ziūreti ant pakuotes pagaminta assom grund\nvu 97 = ši tad dīni | iehuva” j 4 7 4\n\n'];0;0;[];[];0;0;0;[];[];[]
